date,atm_id,atm_city,total_balance,income_txn_count,outcome_txn_count,total_income,total_outcome,total_txn_count,withdrawals_usd,btc_open,btc_high,btc_low,btc_close,btc_volume,btc_pct_change_1d,btc_7d_roc,btc_7d_ma,btc_volatility_7d,day_of_week,is_weekend,payday_flag,y_tomorrow
2020-01-02,atm35000232,Izmir,4360,592,625,35170,40585,1217,40585,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,39440.0
2020-01-03,atm35000232,Izmir,45290,500,604,35440,39440,1104,39440,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,36670.0
2020-01-04,atm35000232,Izmir,33090,535,629,32210,36670,1164,36670,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,42780.0
2020-01-05,atm35000232,Izmir,18820,437,641,30080,42780,1078,42780,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,43735.0
2020-01-06,atm35000232,Izmir,9320,548,718,35290,43735,1266,43735,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,39275.0
2020-01-07,atm35000232,Izmir,6160,624,628,39765,39275,1252,39275,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000233,Izmir,29850,543,670,35855,43760,1213,43760,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,41025.0
2020-01-02,atm35000233,Izmir,15090,521,606,35845,41025,1127,41025,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,42880.0
2020-01-03,atm35000233,Izmir,43785,594,691,37515,42880,1285,42880,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,40700.0
2020-01-04,atm35000233,Izmir,44550,572,639,34645,40700,1211,40700,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,41955.0
2020-01-05,atm35000233,Izmir,28860,494,640,32010,41955,1134,41955,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,34435.0
2020-01-06,atm35000233,Izmir,26485,579,588,37695,34435,1167,34435,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,38035.0
2020-01-07,atm35000233,Izmir,8290,513,599,34545,38035,1112,38035,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000234,Izmir,32115,573,656,37490,42070,1229,42070,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,44400.0
2020-01-02,atm35000234,Izmir,18050,542,665,35110,44400,1207,44400,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,38880.0
2020-01-03,atm35000234,Izmir,8260,560,615,34690,38880,1175,38880,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,36055.0
2020-01-04,atm35000234,Izmir,48130,593,590,37555,36055,1183,36055,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,33885.0
2020-01-05,atm35000234,Izmir,33270,482,560,33080,33885,1042,33885,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,38535.0
2020-01-06,atm35000234,Izmir,26695,595,623,38260,38535,1218,38535,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,42850.0
2020-01-07,atm35000234,Izmir,20840,618,704,38905,42850,1322,42850,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000235,Izmir,26155,529,600,31410,36845,1129,36845,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,38865.0
2020-01-02,atm35000235,Izmir,8685,524,616,33400,38865,1140,38865,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,49620.0
2020-01-03,atm35000235,Izmir,34830,572,736,37730,49620,1308,49620,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,42980.0
2020-01-04,atm35000235,Izmir,19585,605,671,37070,42980,1276,42980,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,37335.0
2020-01-05,atm35000235,Izmir,6425,498,625,34695,37335,1123,37335,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,41435.0
2020-01-06,atm35000235,Izmir,6670,581,642,37195,41435,1223,41435,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,38130.0
2020-01-07,atm35000235,Izmir,5740,563,602,36940,38130,1165,38130,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000236,Izmir,33095,672,655,45170,44810,1327,44810,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,37690.0
2020-01-02,atm35000236,Izmir,36245,720,567,46940,37690,1287,37690,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,45045.0
2020-01-03,atm35000236,Izmir,17700,494,660,29530,45045,1154,45045,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,41550.0
2020-01-04,atm35000236,Izmir,38235,529,607,32340,41550,1136,41550,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,40745.0
2020-01-05,atm35000236,Izmir,33030,612,670,39505,40745,1282,40745,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,44670.0
2020-01-06,atm35000236,Izmir,20535,611,648,41010,44670,1259,44670,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,34925.0
2020-01-07,atm35000236,Izmir,18655,667,550,42070,34925,1217,34925,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000237,Izmir,31175,572,548,35930,37685,1120,37685,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,43130.0
2020-01-02,atm35000237,Izmir,20515,514,636,32145,43130,1150,43130,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,41315.0
2020-01-03,atm35000237,Izmir,3820,514,636,30425,41315,1150,41315,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,35620.0
2020-01-04,atm35000237,Izmir,7705,586,571,42070,35620,1157,35620,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,45270.0
2020-01-05,atm35000237,Izmir,5530,635,670,44905,45270,1305,45270,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,40995.0
2020-01-06,atm35000237,Izmir,41550,548,629,36560,40995,1177,40995,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,40620.0
2020-01-07,atm35000237,Izmir,35325,632,658,42055,40620,1290,40620,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000238,Izmir,25700,485,608,31455,37230,1093,37230,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,43675.0
2020-01-02,atm35000238,Izmir,24435,647,642,42675,43675,1289,43675,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,38720.0
2020-01-03,atm35000238,Izmir,17550,483,609,33275,38720,1092,38720,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,42705.0
2020-01-04,atm35000238,Izmir,43530,541,656,36110,42705,1197,42705,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,38385.0
2020-01-05,atm35000238,Izmir,31940,518,642,34355,38385,1160,38385,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,39990.0
2020-01-06,atm35000238,Izmir,21260,530,629,32890,39990,1159,39990,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,41100.0
2020-01-07,atm35000238,Izmir,8950,669,657,40275,41100,1326,41100,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000239,Izmir,21150,510,701,32100,43895,1211,43895,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,39260.0
2020-01-02,atm35000239,Izmir,15090,588,620,36270,39260,1208,39260,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,34205.0
2020-01-03,atm35000239,Izmir,4925,500,560,33905,34205,1060,34205,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,43365.0
2020-01-04,atm35000239,Izmir,3690,606,653,39820,43365,1259,43365,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,37755.0
2020-01-05,atm35000239,Izmir,32035,596,596,37795,37755,1192,37755,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,35990.0
2020-01-06,atm35000239,Izmir,33395,545,619,35690,35990,1164,35990,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,37830.0
2020-01-07,atm35000239,Izmir,35035,653,608,46180,37830,1261,37830,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm3500024,Izmir,29740,516,661,33940,41060,1177,41060,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,44955.0
2020-01-02,atm3500024,Izmir,2405,503,664,33010,44955,1167,44955,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,43220.0
2020-01-03,atm3500024,Izmir,30560,666,655,41425,43220,1321,43220,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,41890.0
2020-01-04,atm3500024,Izmir,13875,519,632,35195,41890,1151,41890,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,40655.0
2020-01-05,atm3500024,Izmir,42190,553,645,34855,40655,1198,40655,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,42890.0
2020-01-06,atm3500024,Izmir,33265,624,680,39005,42890,1304,42890,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,37315.0
2020-01-07,atm3500024,Izmir,31395,606,574,38325,37315,1180,37315,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000240,Izmir,32515,534,634,33005,39075,1168,39075,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,43325.0
2020-01-02,atm35000240,Izmir,22055,595,652,39165,43325,1247,43325,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,42045.0
2020-01-03,atm35000240,Izmir,13515,524,611,33430,42045,1135,42045,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,32410.0
2020-01-04,atm35000240,Izmir,18160,696,531,42275,32410,1227,32410,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,44150.0
2020-01-05,atm35000240,Izmir,36100,506,642,31410,44150,1148,44150,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,44485.0
2020-01-06,atm35000240,Izmir,22195,496,712,32880,44485,1208,44485,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,44175.0
2020-01-07,atm35000240,Izmir,40415,542,649,32030,44175,1191,44175,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000241,Izmir,14240,405,635,25615,42765,1040,42765,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,44925.0
2020-01-02,atm35000241,Izmir,13055,607,686,38620,44925,1293,44925,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,37490.0
2020-01-03,atm35000241,Izmir,33175,479,581,29845,37490,1060,37490,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,38080.0
2020-01-04,atm35000241,Izmir,28470,525,645,33565,38080,1170,38080,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,40625.0
2020-01-05,atm35000241,Izmir,11000,529,624,33105,40625,1153,40625,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,39930.0
2020-01-06,atm35000241,Izmir,32420,476,671,29240,39930,1147,39930,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,42725.0
2020-01-07,atm35000241,Izmir,11225,544,679,33810,42725,1223,42725,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000242,Izmir,24155,455,598,29370,40320,1053,40320,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,39030.0
2020-01-02,atm35000242,Izmir,16210,539,581,34375,39030,1120,39030,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,51250.0
2020-01-03,atm35000242,Izmir,36500,535,734,36610,51250,1269,51250,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,45955.0
2020-01-04,atm35000242,Izmir,15305,602,674,38770,45955,1276,45955,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,44705.0
2020-01-05,atm35000242,Izmir,38425,549,700,35070,44705,1249,44705,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,39130.0
2020-01-06,atm35000242,Izmir,32545,555,600,34635,39130,1155,39130,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,42965.0
2020-01-07,atm35000242,Izmir,16465,568,649,35350,42965,1217,42965,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000243,Izmir,30275,529,662,36820,45620,1191,45620,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,47055.0
2020-01-02,atm35000243,Izmir,18100,630,698,39250,47055,1328,47055,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,42145.0
2020-01-03,atm35000243,Izmir,42325,518,607,30745,42145,1125,42145,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,40685.0
2020-01-04,atm35000243,Izmir,20805,520,658,32755,40685,1178,40685,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,36310.0
2020-01-05,atm35000243,Izmir,17525,595,577,36045,36310,1172,36310,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,42575.0
2020-01-06,atm35000243,Izmir,10125,629,721,43140,42575,1350,42575,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,37070.0
2020-01-07,atm35000243,Izmir,6545,583,585,37385,37070,1168,37070,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000244,Izmir,26780,483,647,32745,40640,1130,40640,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,46150.0
2020-01-02,atm35000244,Izmir,9685,526,724,31420,46150,1250,46150,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,41140.0
2020-01-03,atm35000244,Izmir,4640,636,615,40145,41140,1251,41140,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,39380.0
2020-01-04,atm35000244,Izmir,26970,606,638,36880,39380,1244,39380,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,38150.0
2020-01-05,atm35000244,Izmir,10465,449,583,29465,38150,1032,38150,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,37075.0
2020-01-06,atm35000244,Izmir,43085,581,590,33625,37075,1171,37075,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,40740.0
2020-01-07,atm35000244,Izmir,33780,532,632,31580,40740,1164,40740,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000245,Izmir,36075,515,599,33025,35615,1114,35615,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,31940.0
2020-01-02,atm35000245,Izmir,31210,522,547,36630,31940,1069,31940,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,41265.0
2020-01-03,atm35000245,Izmir,25945,483,641,30890,41265,1124,41265,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,45850.0
2020-01-04,atm35000245,Izmir,9440,595,672,38400,45850,1267,45850,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,41340.0
2020-01-05,atm35000245,Izmir,35880,553,640,33265,41340,1193,41340,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,39190.0
2020-01-06,atm35000245,Izmir,23920,552,604,34505,39190,1156,39190,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,41625.0
2020-01-07,atm35000245,Izmir,6210,544,629,34225,41625,1173,41625,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000246,Izmir,27960,534,645,32640,41465,1179,41465,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,41835.0
2020-01-02,atm35000246,Izmir,11510,539,645,32645,41835,1184,41835,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,43985.0
2020-01-03,atm35000246,Izmir,6340,611,687,39565,43985,1298,43985,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,42360.0
2020-01-04,atm35000246,Izmir,5485,657,677,40610,42360,1334,42360,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,45345.0
2020-01-05,atm35000246,Izmir,24280,485,723,30395,45345,1208,45345,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,40575.0
2020-01-06,atm35000246,Izmir,18335,640,666,42650,40575,1306,40575,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,37640.0
2020-01-07,atm35000246,Izmir,10230,506,635,32755,37640,1141,37640,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000247,Izmir,30980,526,591,32950,40355,1117,40355,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,42345.0
2020-01-02,atm35000247,Izmir,16020,554,629,35945,42345,1183,42345,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,49600.0
2020-01-03,atm35000247,Izmir,11875,628,724,43915,49600,1352,49600,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,38950.0
2020-01-04,atm35000247,Izmir,13840,618,626,40140,38950,1244,38950,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,39240.0
2020-01-05,atm35000247,Izmir,4670,545,611,35945,39240,1156,39240,7294.0,7495.0,7269.71,7430.83,2614.94778349,0.019140698396849842,0.0011897062786310197,7229.167142857143,0.031405089097976686,Sunday,True,False,38695.0
2020-01-06,atm35000247,Izmir,31320,488,609,29985,38695,1097,38695,7431.63,7614.95,7310.0,7525.46,4138.11820107,0.012734781982631782,0.041792354749798255,7272.294285714286,0.029143587117638526,Monday,False,False,37245.0
2020-01-07,atm35000247,Izmir,29070,582,618,35680,37245,1200,37245,7531.73,8134.95,7516.97,8050.0,13507.54693697,0.06970205143605845,0.1274857208485416,7402.325714285714,0.036201204585928716,Tuesday,False,False,
2020-01-01,atm35000248,Izmir,23495,453,642,30720,43300,1095,43300,7145.05,7237.35,7129.55,7225.58,1211.09527025,0.012017176999851609,0.008870365328362606,7270.584285714285,0.020341564637941383,Wednesday,False,True,42770.0
2020-01-02,atm35000248,Izmir,6230,535,680,34455,42770,1215,42770,7220.0,7224.75,6900.0,6953.17,2993.0241097,-0.03770077972979324,-0.05449860279169694,7213.330000000001,0.021516015367927903,Thursday,False,False,42645.0
2020-01-03,atm35000248,Izmir,41015,515,631,36350,42645,1146,42645,6956.64,7402.31,6853.53,7339.97,8452.87552534,0.05562930289350043,0.017669250595838237,7231.535714285715,0.03126689788469128,Friday,False,False,44795.0
2020-01-04,atm35000248,Izmir,30265,546,659,33505,44795,1205,44795,7339.97,7396.1,7247.73,7291.27,3605.74269447,-0.006634904502334504,-0.003472886609773851,7227.905714285715,0.030986226739449674,Saturday,True,False,42095.0
